0.007498, -0.021129, 
0.008420, -0.023728, 
0.009337, -0.026312, 
0.010248, -0.028879, 
0.011153, -0.031427, 
0.012050, -0.033956, 
0.012940, -0.036463, 
0.013821, -0.038948, 
0.014694, -0.041408, 
0.015558, -0.043841, 
0.016412, -0.046247, 
0.017255, -0.048624, 
0.018088, -0.050970, 
0.018909, -0.053284, 
0.019718, -0.055564, 
0.020515, -0.057809, 
0.021299, -0.060017, 
0.022069, -0.062188, 
0.022825, -0.064319, 
0.023567, -0.066410, 
0.024294, -0.068459, 
0.025006, -0.070465, 
0.025702, -0.072426, 
0.026381, -0.074341, 
0.027045, -0.076209, 
0.027690, -0.078029, 
0.028319, -0.079800, 
0.028929, -0.081521, 
0.029522, -0.083190, 
0.030095, -0.084806, 
0.030650, -0.086369, 
0.031185, -0.087878, 
0.031701, -0.089331, 
0.032196, -0.090727, 
0.032672, -0.092066, 
0.033126, -0.093347, 
0.033560, -0.094569, 
0.033972, -0.095731, 
0.034363, -0.096833, 
0.034733, -0.097874, 
0.035080, -0.098853, 
0.035405, -0.099769, 
0.035708, -0.100623, 
0.035988, -0.101412, 
0.036246, -0.102138, 
0.036481, -0.102799, 
0.036692, -0.103396, 
0.036881, -0.103927, 
0.037046, -0.104392, 
0.037188, -0.104792, 
0.037306, -0.105125, 
0.037401, -0.105392, 
0.037472, -0.105592, 
0.037519, -0.105726, 
0.037543, -0.105792, 
0.037543, -0.105792, 
0.037519, -0.105726, 
0.037472, -0.105592, 
0.037401, -0.105392, 
0.037306, -0.105125, 
0.037188, -0.104792, 
0.037046, -0.104392, 
0.036881, -0.103927, 
0.036692, -0.103396, 
0.036481, -0.102799, 
0.036246, -0.102138, 
0.035988, -0.101412, 
0.035708, -0.100623, 
0.035405, -0.099769, 
0.035080, -0.098853, 
0.034733, -0.097874, 
0.034363, -0.096833, 
0.033972, -0.095731, 
0.033560, -0.094569, 
0.033126, -0.093347, 
0.032672, -0.092066, 
0.032196, -0.090727, 
0.031701, -0.089331, 
0.031185, -0.087878, 
0.030650, -0.086369, 
0.030095, -0.084806, 
0.029522, -0.083190, 
0.028929, -0.081521, 
0.028319, -0.079800, 
0.027690, -0.078029, 
0.027045, -0.076209, 
0.026381, -0.074341, 
0.025702, -0.072426, 
0.025006, -0.070465, 
0.024294, -0.068459, 
0.023567, -0.066410, 
0.022825, -0.064319, 
0.022069, -0.062188, 
0.021299, -0.060017, 
0.020515, -0.057809, 
0.019718, -0.055564, 
0.018909, -0.053284, 
0.018088, -0.050970, 
0.017255, -0.048624, 
0.016412, -0.046247, 
0.015558, -0.043841, 
0.014694, -0.041408, 
0.013821, -0.038948, 
0.012940, -0.036463, 
0.012050, -0.033956, 
0.011153, -0.031427, 
0.010248, -0.028879, 
0.009337, -0.026312, 
0.008420, -0.023728, 
0.007498, -0.021129, 
0.006571, -0.018518, 
0.005640, -0.015894, 
0.004706, -0.013260, 
0.003768, -0.010618, 
0.002828, -0.007970, 
0.001886, -0.005316, 
0.000944, -0.002659, 
0.000000, -0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
0.000944, -0.002659, 
0.001886, -0.005316, 
0.002828, -0.007970, 
0.003768, -0.010618, 
0.004706, -0.013260, 
0.005640, -0.015894, 
0.006571, -0.018518, 
0.007498, -0.021129, 
0.008420, -0.023728, 
0.009337, -0.026312, 
0.010248, -0.028879, 
0.011153, -0.031427, 
0.012050, -0.033956, 
0.012940, -0.036463, 
0.013821, -0.038948, 
0.014694, -0.041408, 
0.015558, -0.043841, 
0.016412, -0.046247, 
0.017255, -0.048624, 
0.018088, -0.050970, 
0.018909, -0.053284, 
0.019718, -0.055564, 
0.020515, -0.057809, 
0.021299, -0.060017, 
0.022069, -0.062188, 
0.022825, -0.064319, 
0.023567, -0.066410, 
0.024294, -0.068459, 
0.025006, -0.070465, 
0.025702, -0.072426, 
0.026381, -0.074341, 
0.027045, -0.076209, 
0.027690, -0.078029, 
0.028319, -0.079800, 
0.028929, -0.081521, 
0.029522, -0.083190, 
0.030095, -0.084806, 
0.030650, -0.086369, 
0.031185, -0.087878, 
0.031701, -0.089331, 
0.032196, -0.090727, 
0.032672, -0.092066, 
0.033126, -0.093347, 
0.033560, -0.094569, 
0.033972, -0.095731, 
0.034363, -0.096833, 
0.034733, -0.097874, 
0.035080, -0.098853, 
0.035405, -0.099769, 
0.035708, -0.100623, 
0.035988, -0.101412, 
0.036246, -0.102138, 
0.036481, -0.102799, 
0.036692, -0.103396, 
0.036881, -0.103927, 
0.037046, -0.104392, 
0.037188, -0.104792, 
0.037306, -0.105125, 
0.037401, -0.105392, 
0.037472, -0.105592, 
0.037519, -0.105726, 
0.037543, -0.105792, 
0.037543, -0.105792, 
0.037519, -0.105726, 
0.037472, -0.105592, 
0.037401, -0.105392, 
0.037306, -0.105125, 
0.037188, -0.104792, 
0.037046, -0.104392, 
0.036881, -0.103927, 
0.036692, -0.103396, 
0.036481, -0.102799, 
0.036246, -0.102138, 
0.035988, -0.101412, 
0.035708, -0.100623, 
0.035405, -0.099769, 
0.035080, -0.098853, 
0.034733, -0.097874, 
0.034363, -0.096833, 
0.033972, -0.095731, 
0.033560, -0.094569, 
0.033126, -0.093347, 
0.032672, -0.092066, 
0.032196, -0.090727, 
0.031701, -0.089331, 
0.031185, -0.087878, 
0.030650, -0.086369, 
0.030095, -0.084806, 
0.029522, -0.083190, 
0.028929, -0.081521, 
0.028319, -0.079800, 
0.027690, -0.078029, 
0.027045, -0.076209, 
0.026381, -0.074341, 
0.025702, -0.072426, 
0.025006, -0.070465, 
0.024294, -0.068459, 
0.023567, -0.066410, 
0.022825, -0.064319, 
0.022069, -0.062188, 
0.021299, -0.060017, 
0.020515, -0.057809, 
0.019718, -0.055564, 
0.018909, -0.053284, 
0.018088, -0.050970, 
0.017255, -0.048624, 
0.016412, -0.046247, 
0.015558, -0.043841, 
0.014694, -0.041408, 
0.013821, -0.038948, 
0.012940, -0.036463, 
0.012050, -0.033956, 
0.011153, -0.031427, 
0.010248, -0.028879, 
0.009337, -0.026312, 
0.008420, -0.023728, 
0.007498, -0.021129, 
0.006571, -0.018518, 
0.005640, -0.015894, 
0.004706, -0.013260, 
0.003768, -0.010618, 
0.002828, -0.007970, 
0.001886, -0.005316, 
0.000944, -0.002659, 
0.000000, -0.000000, 
-0.000944, 0.002659, 
-0.001886, 0.005316, 
-0.002828, 0.007970, 
-0.003768, 0.010618, 
-0.004706, 0.013260, 
-0.005640, 0.015894, 
-0.006571, 0.018518, 
-0.007498, 0.021129, 
-0.008420, 0.023728, 
-0.009337, 0.026312, 
-0.010248, 0.028879, 
-0.011153, 0.031427, 
-0.012050, 0.033956, 
-0.012940, 0.036463, 
-0.013821, 0.038948, 
-0.014694, 0.041408, 
-0.015558, 0.043841, 
-0.016412, 0.046247, 
-0.017255, 0.048624, 
-0.018088, 0.050970, 
-0.018909, 0.053284, 
-0.019718, 0.055564, 
-0.020515, 0.057809, 
-0.021299, 0.060017, 
-0.022069, 0.062188, 
-0.022825, 0.064319, 
-0.023567, 0.066410, 
-0.024294, 0.068459, 
-0.025006, 0.070465, 
-0.025702, 0.072426, 
-0.026381, 0.074341, 
-0.027045, 0.076209, 
-0.027690, 0.078029, 
-0.028319, 0.079800, 
-0.028929, 0.081521, 
-0.029522, 0.083190, 
-0.030095, 0.084806, 
-0.030650, 0.086369, 
-0.031185, 0.087878, 
-0.031701, 0.089331, 
-0.032196, 0.090727, 
-0.032672, 0.092066, 
-0.033126, 0.093347, 
-0.033560, 0.094569, 
-0.033972, 0.095731, 
-0.034363, 0.096833, 
-0.034733, 0.097874, 
-0.035080, 0.098853, 
-0.035405, 0.099769, 
-0.035708, 0.100623, 
-0.035988, 0.101412, 
-0.036246, 0.102138, 
-0.036481, 0.102799, 
-0.036692, 0.103396, 
-0.036881, 0.103927, 
-0.037046, 0.104392, 
-0.037188, 0.104792, 
-0.037306, 0.105125, 
-0.037401, 0.105392, 
-0.037472, 0.105592, 
-0.037519, 0.105726, 
-0.037543, 0.105792, 
-0.037543, 0.105792, 
-0.037519, 0.105726, 
-0.037472, 0.105592, 
-0.037401, 0.105392, 
-0.037306, 0.105125, 
-0.037188, 0.104792, 
-0.037046, 0.104392, 
-0.036881, 0.103927, 
-0.036692, 0.103396, 
-0.036481, 0.102799, 
-0.036246, 0.102138, 
-0.035988, 0.101412, 
-0.035708, 0.100623, 
-0.035405, 0.099769, 
-0.035080, 0.098853, 
-0.034733, 0.097874, 
-0.034363, 0.096833, 
-0.033972, 0.095731, 
-0.033560, 0.094569, 
-0.033126, 0.093347, 
-0.032672, 0.092066, 
-0.032196, 0.090727, 
-0.031701, 0.089331, 
-0.031185, 0.087878, 
-0.030650, 0.086369, 
-0.030095, 0.084806, 
-0.029522, 0.083190, 
-0.028929, 0.081521, 
-0.028319, 0.079800, 
-0.027690, 0.078029, 
-0.027045, 0.076209, 
-0.026381, 0.074341, 
-0.025702, 0.072426, 
-0.025006, 0.070465, 
-0.024294, 0.068459, 
-0.023567, 0.066410, 
-0.022825, 0.064319, 
-0.022069, 0.062188, 
-0.021299, 0.060017, 
-0.020515, 0.057809, 
-0.019718, 0.055564, 
-0.018909, 0.053284, 
-0.018088, 0.050970, 
-0.017255, 0.048624, 
-0.016412, 0.046247, 
-0.015558, 0.043841, 
-0.014694, 0.041408, 
-0.013821, 0.038948, 
-0.012940, 0.036463, 
-0.012050, 0.033956, 
-0.011153, 0.031427, 
-0.010248, 0.028879, 
-0.009337, 0.026312, 
-0.008420, 0.023728, 
-0.007498, 0.021129, 
-0.006571, 0.018518, 
-0.005640, 0.015894, 
-0.004706, 0.013260, 
-0.003768, 0.010618, 
-0.002828, 0.007970, 
-0.001886, 0.005316, 
-0.000944, 0.002659, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
-0.000000, 0.000000, 
